bill,name,vote
S1M-707.1,"Marwick, Tricia",-1
S1M-707,"Marwick, Tricia",-1
S1M-720.1,"Marwick, Tricia",1
S1M-720.2,"Marwick, Tricia",-1
S1M-720,"Marwick, Tricia",-1
S1M-736.1,"Marwick, Tricia",-1
S1M-736,"Marwick, Tricia",-1
S1M-738.1,"Marwick, Tricia",-1
S1M-738,"Marwick, Tricia",0
S1M-733.1,"Marwick, Tricia",1
S1M-733,"Marwick, Tricia",-1
S1M-778,"Marwick, Tricia",1
S1M-637,"Marwick, Tricia",1
S1M-772,"Marwick, Tricia",1
S1M-792.2,"Marwick, Tricia",0
S1M-792,"Marwick, Tricia",0
S1M-790.2,"Marwick, Tricia",-1
S1M-790,"Marwick, Tricia",0
S1M-793.1,"Marwick, Tricia",1
S1M-793.2,"Marwick, Tricia",0
S1M-793,"Marwick, Tricia",0
S1M-818.2,"Marwick, Tricia",-1
S1M-818,"Marwick, Tricia",-1
S1M-823.1,"Marwick, Tricia",1
S1M-823.2,"Marwick, Tricia",0
S1M-858.1,"Marwick, Tricia",1
S1M-858.2,"Marwick, Tricia",0
S1M-858,"Marwick, Tricia",0
S1M-868.1,"Marwick, Tricia",1
S1M-868.2,"Marwick, Tricia",-1
S1M-868,"Marwick, Tricia",0
S1M-890.1.1,"Marwick, Tricia",0
S1M-890.1,"Marwick, Tricia",-1
S1M-890,"Marwick, Tricia",-1
S1M-888.1,"Marwick, Tricia",0
S1M-887.1,"Marwick, Tricia",1
S1M-896.2,"Marwick, Tricia",1
S1M-896.1,"Marwick, Tricia",0
S1M-896,"Marwick, Tricia",1
S1M-921.1,"Marwick, Tricia",1
S1M-921.2,"Marwick, Tricia",1
S1M-877,"Marwick, Tricia",1
S1M-966.1,"Marwick, Tricia",0
S1M-905.1,"Marwick, Tricia",-1
S1M-905,"Marwick, Tricia",-1
S1M-1008.1,"Marwick, Tricia",0
S1M-1008,"Marwick, Tricia",0
S1M-1007.1,"Marwick, Tricia",1
S1M-1007.2,"Marwick, Tricia",-1
S1M-1036,"Marwick, Tricia",-1
S1M-786,"Marwick, Tricia",1
S1M-1027.1,"Marwick, Tricia",-1
S1M-1027,"Marwick, Tricia",0
S1M-1026.2,"Marwick, Tricia",-1
S1M-1026,"Marwick, Tricia",-1
S1M-1065,"Marwick, Tricia",-1
S1M-1051.2,"Marwick, Tricia",1
S1M-1051.1,"Marwick, Tricia",0
S1M-1092,"Marwick, Tricia",-1
S1M-1091.1,"Marwick, Tricia",1
S1M-1091.2,"Marwick, Tricia",0
S1M-1091,"Marwick, Tricia",-1
S1M-1072,"Marwick, Tricia",0
S1M-1147.2,"Marwick, Tricia",1
S1M-1147.1,"Marwick, Tricia",-1
S1M-1147,"Marwick, Tricia",-1
S1M-985.1,"Marwick, Tricia",-1
S1M-985,"Marwick, Tricia",0
S1M-1077,"Marwick, Tricia",1
S1M-1196.1,"Marwick, Tricia",0
S1M-1185,"Marwick, Tricia",0
S1M-1213.2,"Marwick, Tricia",-1
S1M-1213,"Marwick, Tricia",1
S1M-1216.2,"Marwick, Tricia",-1
S1M-1216,"Marwick, Tricia",-1
S1M-1215.1,"Marwick, Tricia",-1
S1M-1215,"Marwick, Tricia",-1
S1M-1217,"Marwick, Tricia",1
S1M-1238.2,"Marwick, Tricia",-1
S1M-1238.1,"Marwick, Tricia",-1
S1M-1238,"Marwick, Tricia",1
S1M-1239.2,"Marwick, Tricia",-1
S1M-1239,"Marwick, Tricia",0
S1M-1277.1,"Marwick, Tricia",1
S1M-1277,"Marwick, Tricia",-1
S1M-1275.1,"Marwick, Tricia",1
S1M-1275,"Marwick, Tricia",-1
S1M-1271.1,"Marwick, Tricia",1
S1M-1271.2,"Marwick, Tricia",0
S1M-1297.1,"Marwick, Tricia",1
S1M-1299.2,"Marwick, Tricia",1
S1M-1299.1,"Marwick, Tricia",0
S1M-1299,"Marwick, Tricia",-1
S1M-1303.2,"Marwick, Tricia",-1
S1M-1303,"Marwick, Tricia",0
S1M-1301.1,"Marwick, Tricia",-1
S1M-1301,"Marwick, Tricia",0
S1M-1305.1,"Marwick, Tricia",1
S1M-1305.2,"Marwick, Tricia",-1
S1M-1305,"Marwick, Tricia",0
S1M-1320.2,"Marwick, Tricia",1
S1M-1320.1,"Marwick, Tricia",-1
S1M-1320,"Marwick, Tricia",1
S1M-1324.2,"Marwick, Tricia",1
S1M-1325.2,"Marwick, Tricia",1
S1M-1345.3,"Marwick, Tricia",1
S1M-1345.1,"Marwick, Tricia",-1
S1M-1345,"Marwick, Tricia",0
S1M-1356.1,"Marwick, Tricia",-1
S1M-1356.2,"Marwick, Tricia",1
S1M-1356,"Marwick, Tricia",-1
S1M-1355.3,"Marwick, Tricia",-1
S1M-1355,"Marwick, Tricia",-1
S1M-1357.1,"Marwick, Tricia",1
S1M-1357,"Marwick, Tricia",1
S1M-1354,"Marwick, Tricia",1
S1M-1373.1,"Marwick, Tricia",0
S1M-1373.2,"Marwick, Tricia",0
S1M-1373,"Marwick, Tricia",0
S1M-1400.1,"Marwick, Tricia",1
S1M-1404.2,"Marwick, Tricia",-1
S1M-1404.1,"Marwick, Tricia",1
S1M-1404,"Marwick, Tricia",-1
S1M-1406.2,"Marwick, Tricia",-1
S1M-1406,"Marwick, Tricia",-1
S1M-1405.2,"Marwick, Tricia",1
S1M-1428,"Marwick, Tricia",1
S1M-1433.1,"Marwick, Tricia",1
S1M-1434.1,"Marwick, Tricia",0
S1M-1457.1,"Marwick, Tricia",1
S1M-1457,"Marwick, Tricia",-1
S1M-1448,"Marwick, Tricia",1
S1M-1461.2,"Marwick, Tricia",-1
S1M-1461,"Marwick, Tricia",-1
S1M-1453.1,"Marwick, Tricia",-1
S1M-1453.2,"Marwick, Tricia",1
S1M-1453,"Marwick, Tricia",0
S1M-1462,"Marwick, Tricia",-1
S1M-1458,"Marwick, Tricia",1
S1M-1425.1,"Marwick, Tricia",0
S1M-1502.1,"Marwick, Tricia",0
S1M-1502,"Marwick, Tricia",0
S1M-1515.2,"Marwick, Tricia",0
S1M-1555.1,"Marwick, Tricia",1
S1M-1555,"Marwick, Tricia",-1
S1M-1550,"Marwick, Tricia",1
S1M-1548.2,"Marwick, Tricia",-1
S1M-1548,"Marwick, Tricia",1
S1M-1547.1,"Marwick, Tricia",-1
S1M-1547,"Marwick, Tricia",-1
S1M-1528,"Marwick, Tricia",-1
S1M-1556.1,"Marwick, Tricia",1
S1M-1556.2,"Marwick, Tricia",0
S1M-1584.1.1,"Marwick, Tricia",1
S1M-1584.1,"Marwick, Tricia",-1
S1M-1584,"Marwick, Tricia",-1
S1M-1589.2,"Marwick, Tricia",-1
S1M-1589,"Marwick, Tricia",0
S1M-1574,"Marwick, Tricia",0
S1M-1525,"Marwick, Tricia",0
S1M-1596.1,"Marwick, Tricia",1
S1M-1596,"Marwick, Tricia",0
S1M-1609.1.1,"Marwick, Tricia",-1
S1M-1609.1,"Marwick, Tricia",1
S1M-1609,"Marwick, Tricia",-1
S1M-1610.1,"Marwick, Tricia",1
S1M-1610.2,"Marwick, Tricia",1
S1M-1610,"Marwick, Tricia",0
S1M-1598,"Marwick, Tricia",0
S1M-1618,"Marwick, Tricia",0
S1M-1634.1,"Marwick, Tricia",-1
S1M-1634,"Marwick, Tricia",-1
S1M-1624.1,"Marwick, Tricia",-1
S1M-1624,"Marwick, Tricia",-1
S1M-1626.2,"Marwick, Tricia",-1
S1M-1626,"Marwick, Tricia",-1
S1M-1627.2,"Marwick, Tricia",-1
S1M-1627,"Marwick, Tricia",0
S1M-1639.1,"Marwick, Tricia",-1
S1M-1639,"Marwick, Tricia",0
S1M-1664,"Marwick, Tricia",1
S1M-1621.1,"Marwick, Tricia",-1
S1M-1621,"Marwick, Tricia",1
S1M-1656.1,"Marwick, Tricia",-1
S1M-1656.2,"Marwick, Tricia",-1
S1M-1656,"Marwick, Tricia",0
S1M-1666,"Marwick, Tricia",1
S1M-1694.2,"Marwick, Tricia",1
S1M-1694.3,"Marwick, Tricia",-1
S1M-1694.1,"Marwick, Tricia",0
S1M-1694,"Marwick, Tricia",-1
S1M-1699.1,"Marwick, Tricia",1
S1M-1699.2,"Marwick, Tricia",1
S1M-1699,"Marwick, Tricia",0
S1M-1700.2,"Marwick, Tricia",1
S1M-1700.3,"Marwick, Tricia",-1
S1M-1700,"Marwick, Tricia",0
S1M-1523.1,"Marwick, Tricia",0
S1M-1725.2,"Marwick, Tricia",-1
S1M-1725.1,"Marwick, Tricia",1
S1M-1725,"Marwick, Tricia",1
S1M-1726,"Marwick, Tricia",1
S1M-1758.1,"Marwick, Tricia",1
S1M-1758,"Marwick, Tricia",-1
S1M-1746,"Marwick, Tricia",-1
S1M-1750.1,"Marwick, Tricia",1
S1M-1750.2,"Marwick, Tricia",0
S1M-1760.3,"Marwick, Tricia",1
S1M-1760,"Marwick, Tricia",-1
S1M-1526,"Marwick, Tricia",1
S1M-1775,"Marwick, Tricia",-1
S1M-1771.2,"Marwick, Tricia",1
S1M-1771.1,"Marwick, Tricia",0
S1M-1771,"Marwick, Tricia",0
S1M-1797.2,"Marwick, Tricia",-1
S1M-1797.1,"Marwick, Tricia",1
S1M-1797,"Marwick, Tricia",0
S1M-1794.1,"Marwick, Tricia",-1
S1M-1794,"Marwick, Tricia",-1
S1M-1780,"Marwick, Tricia",0
S1M-1807.1,"Marwick, Tricia",1
S1M-1807.2,"Marwick, Tricia",0
S1M-1807,"Marwick, Tricia",0
S1M-1795,"Marwick, Tricia",-1
S1M-1825.1,"Marwick, Tricia",0
S1M-1825,"Marwick, Tricia",0
S1M-1857.1,"Marwick, Tricia",1
S1M-1857.2,"Marwick, Tricia",0
S1M-1857,"Marwick, Tricia",0
S1M-1865.1,"Marwick, Tricia",-1
S1M-1866.1,"Marwick, Tricia",0
S1M-1866,"Marwick, Tricia",1
S1M-1868.1,"Marwick, Tricia",1
S1M-1868.2,"Marwick, Tricia",-1
S1M-1868,"Marwick, Tricia",-1
S1M-1890.1,"Marwick, Tricia",1
S1M-1890.2,"Marwick, Tricia",0
S1M-1890,"Marwick, Tricia",0
S1M-1884,"Marwick, Tricia",1
S1M-1896.1,"Marwick, Tricia",1
S1M-1896.3,"Marwick, Tricia",1
S1M-1912.1,"Marwick, Tricia",1
S1M-1912.2,"Marwick, Tricia",-1
S1M-1912,"Marwick, Tricia",0
S1M-1914.2,"Marwick, Tricia",-1
S1M-1914,"Marwick, Tricia",0
S1M-1918.2,"Marwick, Tricia",1
S1M-1918.1,"Marwick, Tricia",0
S1M-1918,"Marwick, Tricia",0
S1M-1922.3,"Marwick, Tricia",1
S1M-1922.2,"Marwick, Tricia",1
S1M-1922,"Marwick, Tricia",0
S1M-1843.1,"Marwick, Tricia",-1
S1M-1843,"Marwick, Tricia",1
S1M-1958.1,"Marwick, Tricia",-1
S1M-1958,"Marwick, Tricia",0
S1M-1957.1,"Marwick, Tricia",-1
S1M-1957,"Marwick, Tricia",1
S1M-1941,"Marwick, Tricia",1
S1M-2000,"Marwick, Tricia",1
S1M-2030.2,"Marwick, Tricia",-1
S1M-2030.1,"Marwick, Tricia",-1
S1M-2030,"Marwick, Tricia",-1
S1M-2023.2,"Marwick, Tricia",-1
S1M-2023,"Marwick, Tricia",0
S1M-2012.3,"Marwick, Tricia",1
S1M-2012.1,"Marwick, Tricia",-1
S1M-2012,"Marwick, Tricia",1
S1M-2028,"Marwick, Tricia",-1
S1M-2041.1,"Marwick, Tricia",-1
S1M-2043.1,"Marwick, Tricia",1
S1M-2043.2,"Marwick, Tricia",1
S1M-2043,"Marwick, Tricia",0
S1M-2172,"Marwick, Tricia",-1
S1M-2162,"Marwick, Tricia",-1
S1M-2163.1,"Marwick, Tricia",1
S1M-2163,"Marwick, Tricia",-1
S1M-2164,"Marwick, Tricia",-1
S1M-2202,"Marwick, Tricia",1
S1M-2206.1,"Marwick, Tricia",1
S1M-2206,"Marwick, Tricia",0
S1M-2078.2,"Marwick, Tricia",-1
S1M-2078.1,"Marwick, Tricia",-1
S1M-2078,"Marwick, Tricia",1
S1M-2205.2,"Marwick, Tricia",0
S1M-2205,"Marwick, Tricia",0
S1M-2207.2,"Marwick, Tricia",0
S1M-2207.1,"Marwick, Tricia",0
S1M-2207,"Marwick, Tricia",0
S1M-2245.1,"Marwick, Tricia",1
S1M-2245.2,"Marwick, Tricia",0
S1M-2245,"Marwick, Tricia",0
S1M-2248.1.1,"Marwick, Tricia",0
S1M-2248.1,"Marwick, Tricia",-1
S1M-2248,"Marwick, Tricia",0
S1M-2278.1,"Marwick, Tricia",0
S1M-2278.2,"Marwick, Tricia",0
S1M-2278,"Marwick, Tricia",0
S1M-2285.1,"Marwick, Tricia",1
S1M-2285,"Marwick, Tricia",0
S1M-2340.1,"Marwick, Tricia",1
S1M-2340,"Marwick, Tricia",1
S1M-2344.1,"Marwick, Tricia",0
S1M-2344,"Marwick, Tricia",0
S1M-2347.3,"Marwick, Tricia",0
S1M-2347.2,"Marwick, Tricia",0
S1M-2347.1,"Marwick, Tricia",0
S1M-2347,"Marwick, Tricia",0
S1M-2354.1,"Marwick, Tricia",0
S1M-2354.2,"Marwick, Tricia",0
S1M-2354,"Marwick, Tricia",0
S1M-2377.2,"Marwick, Tricia",1
S1M-2377.1,"Marwick, Tricia",-1
S1M-2406.2,"Marwick, Tricia",1
S1M-2445.1,"Marwick, Tricia",1
S1M-2445,"Marwick, Tricia",-1
S1M-2444.2,"Marwick, Tricia",1
S1M-2444.3,"Marwick, Tricia",0
S1M-2444,"Marwick, Tricia",0
S1M-2307,"Marwick, Tricia",-1
S1M-2488.5,"Marwick, Tricia",1
S1M-2488.6,"Marwick, Tricia",1
S1M-2488.2,"Marwick, Tricia",1
S1M-2488.3,"Marwick, Tricia",1
S1M-2488.1,"Marwick, Tricia",1
S1M-2488.4,"Marwick, Tricia",1
S1M-2488,"Marwick, Tricia",-1
S1M-2491.1,"Marwick, Tricia",1
S1M-2491,"Marwick, Tricia",-1
S1M-2489,"Marwick, Tricia",-1
S1M-2247.1,"Marwick, Tricia",1
S1M-2487.1,"Marwick, Tricia",-1
S1M-2487,"Marwick, Tricia",0
S1M-2486.1,"Marwick, Tricia",0
S1M-2486,"Marwick, Tricia",-1
S1M-2492.3,"Marwick, Tricia",1
S1M-2492.1,"Marwick, Tricia",0
S1M-2492,"Marwick, Tricia",-1
S1M-2276,"Marwick, Tricia",0
S1M-2520.2,"Marwick, Tricia",0
S1M-2520.1,"Marwick, Tricia",0
S1M-2538.1,"Marwick, Tricia",1
S1M-2538.3,"Marwick, Tricia",0
S1M-2538,"Marwick, Tricia",-1
S1M-2541.1,"Marwick, Tricia",-1
S1M-2541,"Marwick, Tricia",0
S1M-2545.2,"Marwick, Tricia",-1
S1M-2545,"Marwick, Tricia",-1
S1M-2546.1,"Marwick, Tricia",1
S1M-2546.2,"Marwick, Tricia",1
S1M-2555,"Marwick, Tricia",-1
S1M-2524.1,"Marwick, Tricia",0
S1M-2524,"Marwick, Tricia",-1
S1M-2578.2,"Marwick, Tricia",1
S1M-2578.1,"Marwick, Tricia",0
S1M-2578,"Marwick, Tricia",0
S1M-2589,"Marwick, Tricia",0
S1M-2582.2,"Marwick, Tricia",-1
S1M-2582,"Marwick, Tricia",-1
S1M-2577.1,"Marwick, Tricia",-1
S1M-2577,"Marwick, Tricia",-1
S1M-2606.2,"Marwick, Tricia",-1
S1M-2606,"Marwick, Tricia",-1
S1M-2274,"Marwick, Tricia",1
S1M-2631.2,"Marwick, Tricia",0
S1M-2631,"Marwick, Tricia",0
S1M-2632.1,"Marwick, Tricia",0
S1M-2632,"Marwick, Tricia",0
S1M-2633.1,"Marwick, Tricia",-1
S1M-2633,"Marwick, Tricia",-1
S1M-2635.3,"Marwick, Tricia",-1
S1M-2635,"Marwick, Tricia",-1
S1M-2630.1,"Marwick, Tricia",1
S1M-2630,"Marwick, Tricia",0
S1M-2353,"Marwick, Tricia",1
S1M-2649,"Marwick, Tricia",0
S1M-2650,"Marwick, Tricia",-1
S1M-2656,"Marwick, Tricia",1
S1M-2654,"Marwick, Tricia",0
S1M-2703.1,"Marwick, Tricia",-1
S1M-2703.2,"Marwick, Tricia",-1
S1M-2703,"Marwick, Tricia",-1
S1M-2697.2,"Marwick, Tricia",-1
S1M-2697,"Marwick, Tricia",-1
S1M-2619,"Marwick, Tricia",1
S1M-2742.1,"Marwick, Tricia",-1
S1M-2742,"Marwick, Tricia",1
S1M-2726.1,"Marwick, Tricia",-1
S1M-2726,"Marwick, Tricia",1
S1M-2675,"Marwick, Tricia",-1
S1M-S1M-2674,"Marwick, Tricia",0
S1M-2830,"Marwick, Tricia",1
S1M-2833.2,"Marwick, Tricia",-1
S1M-2833.1,"Marwick, Tricia",1
S1M-2833,"Marwick, Tricia",-1
S1M-2839.1,"Marwick, Tricia",0
S1M-2839,"Marwick, Tricia",0
S1M-2838.2,"Marwick, Tricia",1
S1M-2838.1,"Marwick, Tricia",-1
S1M-2838,"Marwick, Tricia",0
S1M-2883.2,"Marwick, Tricia",1
S1M-2883.1,"Marwick, Tricia",-1
S1M-2882.2,"Marwick, Tricia",-1
S1M-2882,"Marwick, Tricia",-1
S1M-2506,"Marwick, Tricia",0
S1M-2919.1,"Marwick, Tricia",1
S1M-2919.2,"Marwick, Tricia",-1
S1M-2919,"Marwick, Tricia",0
S1M-2928,"Marwick, Tricia",0
S1M-2941.2,"Marwick, Tricia",1
S1M-2941.1,"Marwick, Tricia",0
S1M-2941,"Marwick, Tricia",-1
S1M-2940.1,"Marwick, Tricia",-1
S1M-2940,"Marwick, Tricia",1
S1M-2945.2,"Marwick, Tricia",-1
S1M-2945,"Marwick, Tricia",-1
S1M-2946.2,"Marwick, Tricia",-1
S1M-2946,"Marwick, Tricia",-1
S1M-2982.1,"Marwick, Tricia",0
S1M-2982.2,"Marwick, Tricia",0
S1M-2983,"Marwick, Tricia",0
S1M-2993.2,"Marwick, Tricia",0
S1M-2993.1,"Marwick, Tricia",0
S1M-2993,"Marwick, Tricia",0
S1M-2994.1,"Marwick, Tricia",0
S1M-2994.2,"Marwick, Tricia",0
S1M-2994,"Marwick, Tricia",0
S1M-2855,"Marwick, Tricia",0
S1M-3022.2,"Marwick, Tricia",1
S1M-3022.3,"Marwick, Tricia",-1
S1M-3022.1,"Marwick, Tricia",0
S1M-3021.2,"Marwick, Tricia",0
S1M-3021.1,"Marwick, Tricia",-1
S1M-3021,"Marwick, Tricia",0
S1M-3048.1,"Marwick, Tricia",1
S1M-3048.2,"Marwick, Tricia",1
S1M-3052.1,"Marwick, Tricia",-1
S1M-3052,"Marwick, Tricia",-1
S1M-3069,"Marwick, Tricia",-1
S1M-3070,"Marwick, Tricia",0
S1M-3067.1,"Marwick, Tricia",1
S1M-3067.2,"Marwick, Tricia",0
S1M-3067,"Marwick, Tricia",-1
S1M-3078.1,"Marwick, Tricia",1
S1M-3078.2,"Marwick, Tricia",1
S1M-3098.1,"Marwick, Tricia",1
S1M-3106.1,"Marwick, Tricia",0
S1M-3106.3,"Marwick, Tricia",0
S1M-3106,"Marwick, Tricia",0
S1M-3103.1,"Marwick, Tricia",0
S1M-3103,"Marwick, Tricia",0
S1M-3105.1,"Marwick, Tricia",0
S1M-3105.3,"Marwick, Tricia",0
S1M-3105,"Marwick, Tricia",0
S1M-3150.1,"Marwick, Tricia",0
S1M-3150,"Marwick, Tricia",0
S1M-3149.2,"Marwick, Tricia",0
S1M-3149.1,"Marwick, Tricia",0
S1M-3149,"Marwick, Tricia",0
S1M-3155.1.1,"Marwick, Tricia",-1
S1M-3155.1,"Marwick, Tricia",-1
S1M-3155.3,"Marwick, Tricia",0
S1M-3155,"Marwick, Tricia",-1
S1M-3162.1,"Marwick, Tricia",1
S1M-3154.3,"Marwick, Tricia",-1
S1M-3154,"Marwick, Tricia",-1
S1M-3153.2,"Marwick, Tricia",-1
S1M-3153,"Marwick, Tricia",-1
S1M-3165,"Marwick, Tricia",1
S1M-3160.1,"Marwick, Tricia",0
S1M-3192.1,"Marwick, Tricia",1
S1M-3192.2,"Marwick, Tricia",-1
S1M-3194.2,"Marwick, Tricia",0
S1M-3194,"Marwick, Tricia",0
S1M-3204.2,"Marwick, Tricia",1
S1M-3204.1,"Marwick, Tricia",1
S1M-3204,"Marwick, Tricia",1
S1M-3197.1,"Marwick, Tricia",1
S1M-3197.2,"Marwick, Tricia",1
S1M-3197,"Marwick, Tricia",0
S1M-3211,"Marwick, Tricia",0
S1M-3229.3,"Marwick, Tricia",-1
S1M-3229,"Marwick, Tricia",-1
S1M-3228.2,"Marwick, Tricia",-1
S1M-3228,"Marwick, Tricia",-1
S1M-3223,"Marwick, Tricia",1
S1M-3248.1,"Marwick, Tricia",1
S1M-3248.2,"Marwick, Tricia",0
S1M-3248,"Marwick, Tricia",0
S1M-3244,"Marwick, Tricia",1
S1M-3245,"Marwick, Tricia",1
S1M-3256.1,"Marwick, Tricia",1
S1M-3256.2,"Marwick, Tricia",-1
S1M-3256,"Marwick, Tricia",-1
S1M-3338.1,"Marwick, Tricia",1
S1M-3338.2,"Marwick, Tricia",1
S1M-3338,"Marwick, Tricia",-1
S1M-3350.2,"Marwick, Tricia",1
S1M-3350.1,"Marwick, Tricia",-1
S1M-3350,"Marwick, Tricia",0
S1M-3351.2,"Marwick, Tricia",1
S1M-3351.1,"Marwick, Tricia",1
S1M-3368.1,"Marwick, Tricia",1
S1M-3376.2,"Marwick, Tricia",0
S1M-3376,"Marwick, Tricia",0
S1M-3375.1,"Marwick, Tricia",0
S1M-3375,"Marwick, Tricia",0
S1M-3382.1,"Marwick, Tricia",0
S1M-3382.2,"Marwick, Tricia",0
S1M-3382,"Marwick, Tricia",0
S1M-3379,"Marwick, Tricia",0
S1M-2952,"Marwick, Tricia",1
S1M-3085,"Marwick, Tricia",0
S1M-3401.1,"Marwick, Tricia",1
S1M-3322,"Marwick, Tricia",0
S1M-3418.2,"Marwick, Tricia",-1
S1M-3418.1,"Marwick, Tricia",1
S1M-3418,"Marwick, Tricia",-1
S1M-3422.2,"Marwick, Tricia",-1
S1M-3422.1,"Marwick, Tricia",1
S1M-3422,"Marwick, Tricia",0
S1M-3423.2,"Marwick, Tricia",1
S1M-3128,"Marwick, Tricia",1
S1M-3386,"Marwick, Tricia",1
S1M-3429,"Marwick, Tricia",1
S1M-3450.2,"Marwick, Tricia",-1
S1M-3469.1,"Marwick, Tricia",1
S1M-3469,"Marwick, Tricia",0
S1M-3477.2,"Marwick, Tricia",1
S1M-3477.1,"Marwick, Tricia",0
S1M-3477,"Marwick, Tricia",0
S1M-3270,"Marwick, Tricia",-1
S1M-3507.1,"Marwick, Tricia",-1
S1M-3507,"Marwick, Tricia",-1
S1M-3511.2,"Marwick, Tricia",-1
S1M-3536.1,"Marwick, Tricia",1
S1M-3536.3,"Marwick, Tricia",1
S1M-3536,"Marwick, Tricia",0
S1M-3541.2,"Marwick, Tricia",1
S1M-3541.1,"Marwick, Tricia",-1
S1M-3541,"Marwick, Tricia",-1
S1M-3543.1,"Marwick, Tricia",1
S1M-3543.2,"Marwick, Tricia",0
S1M-3572,"Marwick, Tricia",1
S1M-3534.1,"Marwick, Tricia",1
S1M-3534,"Marwick, Tricia",0
S1M-3569.2,"Marwick, Tricia",-1
S1M-3569,"Marwick, Tricia",0
S1M-3570.2,"Marwick, Tricia",-1
S1M-3570,"Marwick, Tricia",0
S1M-3571.1,"Marwick, Tricia",1
S1M-3571.2,"Marwick, Tricia",1
S1M-3571,"Marwick, Tricia",0
S1M-3608.1,"Marwick, Tricia",1
S1M-3608,"Marwick, Tricia",-1
S1M-3602.2,"Marwick, Tricia",1
S1M-3602.1,"Marwick, Tricia",-1
S1M-3602,"Marwick, Tricia",0
S1M-3643,"Marwick, Tricia",0
S1M-3656,"Marwick, Tricia",-1
S1M-3650.2,"Marwick, Tricia",0
S1M-3650,"Marwick, Tricia",0
S1M-3641.2,"Marwick, Tricia",0
S1M-3641,"Marwick, Tricia",0
S1M-3649,"Marwick, Tricia",-1
S1M-3648.2,"Marwick, Tricia",1
S1M-3648,"Marwick, Tricia",1
S1M-3640,"Marwick, Tricia",-1
S1M-3676,"Marwick, Tricia",-1
S1M-3671,"Marwick, Tricia",-1
S1M-3670,"Marwick, Tricia",-1
S1M-3678.1,"Marwick, Tricia",1
S1M-3678.2,"Marwick, Tricia",0
S1M-3678,"Marwick, Tricia",0
S1M-3698.2,"Marwick, Tricia",0
S1M-3698,"Marwick, Tricia",0
S1M-3701,"Marwick, Tricia",0
S1M-3702.1,"Marwick, Tricia",1
S1M-3702,"Marwick, Tricia",1
S1M-3700.2,"Marwick, Tricia",1
S1M-3700.1,"Marwick, Tricia",0
S1M-3708.1.1,"Marwick, Tricia",-1
S1M-3396.1,"Marwick, Tricia",-1
S1M-3396,"Marwick, Tricia",1
S1M-3652,"Marwick, Tricia",1
S1M-3728,"Marwick, Tricia",1
S1M-3748.2,"Marwick, Tricia",1
S1M-3748.1,"Marwick, Tricia",-1
S1M-3748,"Marwick, Tricia",0
S1M-3760.3.1,"Marwick, Tricia",0
S1M-3760.3.3,"Marwick, Tricia",1
S1M-3760.3.2,"Marwick, Tricia",-1
S1M-3760.3,"Marwick, Tricia",-1
S1M-3760,"Marwick, Tricia",-1
S1M-3780,"Marwick, Tricia",1
S1M-3818.1,"Marwick, Tricia",0
S1M-3818,"Marwick, Tricia",1
S1M-3809.1,"Marwick, Tricia",1
S1M-3809,"Marwick, Tricia",1
S1M-3811.2,"Marwick, Tricia",-1
S1M-3811,"Marwick, Tricia",1
S1M-3727.1,"Marwick, Tricia",-1
S1M-3727,"Marwick, Tricia",-1
S1M-3856,"Marwick, Tricia",1
S1M-3892,"Marwick, Tricia",-1
S1M-3879.1,"Marwick, Tricia",-1
S1M-3879,"Marwick, Tricia",-1
S1M-3880.2,"Marwick, Tricia",-1
S1M-3880,"Marwick, Tricia",-1
S1M-3680,"Marwick, Tricia",1
S1M-3914.1,"Marwick, Tricia",1
S1M-3914.2,"Marwick, Tricia",0
S1M-3914,"Marwick, Tricia",-1
S1M-3730,"Marwick, Tricia",0
S1M-3944.1,"Marwick, Tricia",-1
S1M-3944,"Marwick, Tricia",-1
S1M-3943.1,"Marwick, Tricia",1
S1M-3939,"Marwick, Tricia",-1
S1M-3956.1,"Marwick, Tricia",1
S1M-3958.1,"Marwick, Tricia",0
S1M-3958,"Marwick, Tricia",0
S1M-3959.1,"Marwick, Tricia",0
S1M-3778,"Marwick, Tricia",0
S1M-3986.2,"Marwick, Tricia",0
S1M-3986.1,"Marwick, Tricia",0
S1M-3986,"Marwick, Tricia",0
S1M-3867.1,"Marwick, Tricia",-1
S1M-3867,"Marwick, Tricia",1
S1M-4012.6.1,"Marwick, Tricia",0
S1M-4012.6.2,"Marwick, Tricia",1
S1M-4012.6,"Marwick, Tricia",-1
S1M-4012.5,"Marwick, Tricia",1
S1M-4012,"Marwick, Tricia",-1
S1M-4039,"Marwick, Tricia",-1
S1M-4043,"Marwick, Tricia",1
S1M-4057.1,"Marwick, Tricia",1
S1M-4057.2,"Marwick, Tricia",-1
S1M-4057,"Marwick, Tricia",-1
S1M-4004,"Marwick, Tricia",1
S1M-4064.2,"Marwick, Tricia",1
S1M-4064.1,"Marwick, Tricia",1
S1M-4064,"Marwick, Tricia",0
S1M-1,"Matheson, Michael",1
S1M-4.1,"Matheson, Michael",1
S1M-4.3,"Matheson, Michael",1
S1M-4,"Matheson, Michael",-1
S1M-5,"Matheson, Michael",-1
S1M-17,"Matheson, Michael",-1
S1M-29,"Matheson, Michael",1
S1M-19.2,"Matheson, Michael",1
S1M-40.1,"Matheson, Michael",0
S1M-40.2,"Matheson, Michael",0
S1M-52.1,"Matheson, Michael",1
S1M-52,"Matheson, Michael",-1
